recordType,formTypeCd,reportTypeCd,reportInfoIdent,applicableYear,filerIdent,filerTypeCd,filerName,filerSort,dueDt,receivedDt,periodStartDt,periodEndDt,filedDt,regReportInfoIdent,sourceCategoryCd,filerPersentTypeCd,filerNameOrganization,filerNameLast,filerNameSuffixCd,filerNameFirst,filerNamePrefixCd,filerNameShort,signerPrintedName,onbehalfFlag,totalExpendTransportation,totalExpendFood,totalExpendEntertainment,totalExpendGift,totalExpendAward,totalExpendEvent,totalExpendMedia,totalBenefitStateSen,totalBenefitStateRep,totalBenefitOtherElected,totalBenefitLegEmpl,totalBenefitExecEmpl,totalBenefitFamily,totalBenefitEvent,totalBenefitGuest,lobbyistRegisteredDt,lobbyistTerminatedDt,corrExplMemo,coverSheetMemo,subjectMatterMemo,docketsMemo
CVLA,LOBBYACT,LOBBYACTJUL,29745,1994,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",19940711,19940707,,,19940707,19769,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19931228,19941231,,,,
CVLA,LOBBYACT,LOBBYACTJUN,311851,2006,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20060612,20060609,20060501,20060531,20060609,296836,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20060110,20061231,,,,
CVLA,LOBBYACT,LOBBYACTJUN,224896,2003,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",20030610,20030606,20030501,20030531,20030606,212038,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,53.95,0.00,0.00,0.00,0.00,0.00,0.00,13.48,0.00,40.47,0.00,0.00,0.00,,20030101,20031231,,,,
CVLA,LOBBYACT,LOBBYACTSEP,542654,2012,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20120910,20120904,20120801,20120831,20120904,508499,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20120101,20121231,,,,
CVLA,LOBBYACT,LOBBYACTFEB,402525,2009,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20090210,20090202,20090101,20090131,20090202,393654,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20090101,20091231,,,,
CVLA,LOBBYACT,LOBBYACTAPR,485256,2011,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20110411,20110401,20110301,20110331,20110401,472189,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,59.98,0.00,0.00,0.00,0.00,29.99,0.00,29.99,0.00,0.00,0.00,0.00,20110101,20111231,,,,
CVLA,LOBBYACT,LOBBYACTJUN,143567,2000,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",20000612,20000605,,,20000605,135288,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,20000108,20001231,,,,
CVLA,LOBBYACT,LOBBYACTNOV,505363,2011,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20111110,20111103,20111001,20111031,20111103,472189,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20110101,20111231,,,,
CVLA,LOBBYACT,LOBBYACTAPR,274500,2005,00010008,LOBB,"Rich, Sidney (Mr.)","RICH, SIDNEY (MR.)",20050411,20050406,20050301,20050331,20050406,278492,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,20050511,20051231,,,,
CVLA,LOBBYACT,LOBBYACTJAN,402260,2008,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20090112,20090129,20081201,20081231,20090129,354129,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20080101,20081231,,,,
CVLA,LOBBYACT,LOBBYACTFEB,442023,2010,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20100210,20100204,20100101,20100131,20100204,433486,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20100104,20101231,,,,
CVLA,LOBBYACT,LOBBYACTOCT,31797,1994,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",19941011,19941007,,,19941007,19769,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19931228,19941231,,,,
CVLA,LOBBYACT,LOBBYACTSEP,625014,2014,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20140910,20140902,20140801,20140831,20140902,597213,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20140111,20141231,,,,
CVLA,LOBBYACT,LOBBYACTAUG,423063,2009,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20090810,20090802,20090701,20090731,20090802,393654,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,29.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.29,0.00,0.00,0.00,0.00,20090101,20091231,,,,
CVLA,LOBBYACT,LOBBYACTMAY,122467,1999,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",19990510,19990507,,,19990507,114703,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19990101,19991231,,,,
CVLA,LOBBYACT,LOBBYACTJUN,575308,2013,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20130610,20130607,20130501,20130531,20130607,553327,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20130101,20131231,,,,
CVLA,LOBBYACT,LOBBYACTAPR,307603,2006,00010008,LOBB,"Rich, Sidney (Mr.)","RICH, SIDNEY (MR.)",20060410,20060410,20060301,20060331,20060410,296836,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,MR,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20060110,20061231,,,,
CVLA,LOBBYACT,LOBBYACTJUN,6785,1993,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",19930610,19930604,,,19930604,2236,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19921208,19931231,,,,
CVLA,LOBBYACT,LOBBYACTJAN,594774,2013,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20140110,20140107,20131201,20131231,20140107,553327,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20130101,20131231,,,,
CVLA,LOBBYACT,LOBBYACTAPR,41119,1995,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",19950410,19950419,,,19950419,35139,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19941223,19951231,,,,
CVLA,LOBBYACT,LOBBYACTDEC,15188,1994,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",19931210,19931204,,,19931204,19769,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,,,,,,,,,,,,,,,,19931228,19941231,,,,
CVLA,LOBBYACT,LOBBYACTJUL,416789,2009,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20090710,20090701,20090601,20090630,20090701,393654,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20090101,20091231,,,,
CVLA,LOBBYACT,LOBBYACTJUN,123256,1999,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",19990610,19990602,,,19990602,114703,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,127.90,0.00,119.08,0.00,0.00,0.00,0.00,246.98,0.00,0.00,0.00,0.00,0.00,,19990101,19991231,,,,
CVLA,LOBBYACT,LOBBYFINAL,174467,2001,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",20010611,20010606,20010501,20010531,20010606,164419,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,17.95,0.00,0.00,0.00,0.00,17.95,0.00,0.00,0.00,0.00,0.00,,20010104,20010606,,,,
CVLA,LOBBYACT,LOBBYACTAPR,408222,2009,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20090410,20090403,20090301,20090331,20090403,393654,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,134.38,0.00,0.00,0.00,0.00,74.48,0.00,59.90,0.00,0.00,0.00,0.00,20090101,20091231,,,,
CVLA,LOBBYACT,LOBBYACTMAR,607260,2014,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20140310,20140303,20140201,20140228,20140303,597213,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,29.05,0.00,0.00,0.00,29.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20140111,20141231,,,,
CVLA,LOBBYACT,LOBBYACTOCT,108009,1998,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",19981013,19981006,,,19981006,94632,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19980101,19981231,,,,
CVLA,LOBBYACT,LOBBYACTJUL,495075,2011,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20110711,20110704,20110601,20110630,20110704,472189,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20110101,20111231,,,,
CVLA,LOBBYACT,LOBBYACTMAR,648598,2015,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20150310,20150304,20150201,20150228,20150304,639894,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidnery D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20150108,20151231,,,,
CVLA,LOBBYACT,LOBBYACTMAY,6334,1993,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",19930510,19930505,,,19930505,2236,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19921208,19931231,,,,
CVLA,LOBBYACT,LOBBYACTMAY,612696,2014,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20140512,20140502,20140401,20140430,20140502,597213,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,29.95,0.00,0.00,0.00,0.00,29.95,0.00,0.00,0.00,0.00,0.00,0.00,20140111,20141231,,,,
CVLA,LOBBYACT,LOBBYACTOCT,160458,2000,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",20001010,20001006,20000901,20000930,20001006,135288,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,20000108,20001231,,,,
CVLA,LOBBYACT,LOBBYACTNOV,632167,2014,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20141110,20141101,20141001,20141031,20141101,597213,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20140111,20141231,,,,
CVLA,LOBBYACT,LOBBYACTAUG,47548,1995,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",19950810,19950810,,,19950810,35139,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19941223,19951231,,,,
CVLA,LOBBYACT,LOBBYACTFEB,5270,1993,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",19930210,19930210,,,19930210,2236,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19921208,19931231,,,,
CVLA,LOBBYACT,LOBBYACTJUL,226518,2003,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",20030710,20030703,20030601,20030630,20030703,212038,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,20030101,20031231,,,,
CVLA,LOBBYACT,LOBBYACTDEC,469240,2010,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20101210,20101202,20101101,20101130,20101202,433486,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20100104,20101231,,,,
CVLA,LOBBYACT,LOBBYACTNOV,352108,2007,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20071113,20071102,20071001,20071031,20071102,326027,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,54.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.93,0.00,0.00,0.00,0.00,20070101,20071231,,,,
CVLA,LOBBYACT,LOBBYACTJUL,145410,2000,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",20000710,20000706,,,20000706,135288,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,20000108,20001231,,,,
CVLA,LOBBYACT,LOBBYACTJAN,356536,2007,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20080110,20080103,20071201,20071231,20080103,326027,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20070101,20071231,,,,
CVLA,LOBBYACT,LOBBYACTAUG,540572,2012,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20120810,20120801,20120701,20120731,20120801,508499,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20120101,20121231,,,,
CVLA,LOBBYACT,LOBBYACTMAR,118203,1999,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",19990310,19990302,,,19990302,114703,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19990101,19991231,,,,
CVLA,LOBBYACT,LOBBYACTAUG,501404,2011,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20110912,20110901,20110701,20110731,20110901,472189,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20110101,20111231,,,,
CVLA,LOBBYACT,LOBBYACTNOV,233423,2003,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",20031110,20031108,20031001,20031031,20031108,212038,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,20030101,20031231,,,,
CVLA,LOBBYACT,LOBBYACTSEP,10128,1993,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",19930910,19930909,,,19930909,2236,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19921208,19931231,,,,
CVLA,LOBBYACT,LOBBYACTJAN,637650,2014,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20150112,20150102,20141201,20141231,20150102,597213,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20140111,20141231,,,,
CVLA,LOBBYACT,LOBBYACTSEP,584439,2013,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20130910,20130903,20130801,20130831,20130903,553327,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,54.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.36,0.00,0.00,0.00,0.00,20130101,20131231,,,,
CVLA,LOBBYACT,LOBBYACTMAR,40435,1995,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",19950310,19950308,,,19950308,35139,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19941223,19951231,,,,
CVLA,LOBBYACT,LOBBYACTMAR,138998,2000,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",20000310,20000309,,,20000309,135288,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,20000108,20001231,,,,
CVLA,LOBBYACT,LOBBYACTOCT,463277,2010,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20101012,20101002,20100901,20100930,20101002,433486,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,69.90,0.00,0.00,0.00,0.00,0.00,0.00,69.90,0.00,0.00,0.00,0.00,20100104,20101231,,,,
CVLA,LOBBYACT,LOBBYACTJAN,555819,2012,00010008,LOBB,"Rich, Sidney","RICH, SIDNEY",20130110,20130106,20121201,20121231,20130106,508499,UNKNOWN,INDIVIDUAL,,Rich,,Sidney,,,Sidney D. Rich,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20120101,20121231,,,,
CVLA,LOBBYACT,LOBBYACTJAN,38626,1995,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",19950110,19950103,,,19950103,35139,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19941223,19951231,,,,
CVLA,LOBBYACT,LOBBYACTAPR,140028,2000,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",20000410,20000405,,,20000405,135288,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,20000108,20001231,,,,
CVLA,LOBBYACT,LOBBYACTFEB,39677,1995,00010008,LOBB,"Rich, Sidney D. (Mr.)","RICH, SIDNEY D. (MR.)",19950210,19950209,,,19950209,35139,UNKNOWN,INDIVIDUAL,,Rich,,Sidney D.,MR,,,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19941223,19951231,,,,
